,time,tz,alert,dmin,sources,mmi,net,tipe,url,id,ids,code,rms,detail,cdi,mag,updated,gap,mag_type,types,nst,sig,felt,place,status,tsunami
74,1642702915800,,,0.5624,",pr,",,pr,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/pr2022020002,pr2022020002,",pr2022020002,",2022020002,0.41,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2022020002&format=geojson,,3.36,1642704237915,224,md,",origin,phase-data,",21.0,174,,"59 km N of San Antonio, Puerto Rico",reviewed,0
75,1642702510571,,,,",ak,",,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022xdk0n6,ak022xdk0n6,",ak022xdk0n6,",022xdk0n6,0.54,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022xdk0n6&format=geojson,,2.8,1642712782100,,ml,",origin,phase-data,",,121,,"238 km SE of Chiniak, Alaska",reviewed,0
76,1642702281570,,,0.1471,",nc,nn,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681106,nc73681106,",nc73681106,nn00832066,",73681106,0.08,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681106&format=geojson,,2.59,1642714391420,116,md,",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",40.0,103,,"15km WSW of Deep Springs, CA",reviewed,0
77,1642701089633,,,,",ak,",,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022xd6ayr,ak022xd6ayr,",ak022xd6ayr,",022xd6ayr,0.55,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022xd6ayr&format=geojson,,1.2,1642701258695,,ml,",origin,",,22,,"33 km ESE of Skwentna, Alaska",automatic,0
78,1642699983160,,,0.1008,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918375,ci39918375,",ci39918375,",39918375,0.13,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918375&format=geojson,,1.37,1642706814028,131,ml,",nearby-cities,origin,phase-data,scitech-link,",20.0,29,,"17km SE of Lone Pine, CA",reviewed,0
79,1642699643662,,,0.112,",nn,",,nn,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832064,nn00832064,",nn00832064,",00832064,0.098,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832064&format=geojson,,1.3,1642699895897,120.63,ml,",origin,phase-data,",12.0,26,,"38 km SE of Mina, Nevada",automatic,0
80,1642699411671,,,,",ak,",2.609,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022xd0b26,ak022xd0b26,",ak022xd0b26,",022xd0b26,0.68,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022xd0b26&format=geojson,,4.4,1642702487315,,ml,",origin,phase-data,shakemap,",,298,,"148 km WNW of Nikolski, Alaska",reviewed,0
81,1642699315527,,,,",ak,",,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022xczxgq,ak022xczxgq,",ak022xczxgq,",022xczxgq,0.61,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022xczxgq&format=geojson,,2.4,1642700005801,,ml,",origin,",,89,,"38 km WSW of Port Lions, Alaska",automatic,0
82,1642698604546,,,6.789,",us,",,us,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gdpe,us7000gdpe,",us7000gdpe,",7000gdpe,0.62,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gdpe&format=geojson,,4.8,1642721722040,76,mb,",origin,phase-data,",,354,,"102 km N of Nuku‘alofa, Tonga",reviewed,0
83,1642698338765,,,0.7,",us,",,us,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gdka,us7000gdka,",us7000gdka,",7000gdka,0.9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gdka&format=geojson,,3.4,1642705110040,133,ml,",origin,phase-data,",,178,,"20 km NE of Cold Bay, Alaska",reviewed,0
84,1642698283960,,,,",hv,",,hv,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/hv72883077,hv72883077,",hv72883077,",72883077,0.119999997,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72883077&format=geojson,,1.87,1642698483610,209,md,",origin,phase-data,",34.0,54,,"5 km SSW of P?hala, Hawaii",automatic,0
85,1642698173280,,,0.002131,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681101,nc73681101,",nc73681101,",73681101,0.03,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681101&format=geojson,,1.05,1642698270970,81,md,",nearby-cities,origin,phase-data,",16.0,17,,"2km ENE of The Geysers, CA",automatic,0
86,1642698094492,,,,",ak,",,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022xcvllk,ak022xcvllk,",ak022xcvllk,",022xcvllk,0.49,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022xcvllk&format=geojson,,1.5,1642698602239,,ml,",origin,",,35,,"99 km ENE of Lime Village, Alaska",automatic,0
87,1642697587120,,,,",hv,",,hv,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/hv72883062,hv72883062,",hv72883062,",72883062,0.109999999,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72883062&format=geojson,,1.82000005,1642697763420,179,md,",origin,phase-data,",39.0,51,,"8 km ENE of P?hala, Hawaii",automatic,0
88,1642697528489,,,0.117,",us,nn,",,nn,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832058,nn00832058,",us7000gdk6,nn00832058,",00832058,0.1296,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832058&format=geojson,,2.5,1642712581040,93.88,ml,",origin,phase-data,",20.0,96,,"37 km SE of Mina, Nevada",reviewed,0
89,1642696965008,,,,",ak,",,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022xciz3q,ak022xciz3q,",ak022xciz3q,",022xciz3q,0.61,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022xciz3q&format=geojson,,1.2,1642697239213,,ml,",origin,",,22,,"33 km SW of Glacier View, Alaska",automatic,0
90,1642696782060,,,0.01387,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681091,nc73681091,",nc73681091,",73681091,0.02,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681091&format=geojson,,0.21,1642696876215,92,md,",nearby-cities,origin,phase-data,",11.0,1,,"2km NNE of The Geysers, CA",automatic,0
91,1642696735789,,,0.124,",nn,",,nn,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832057,nn00832057,",nn00832057,",00832057,0.0617,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832057&format=geojson,,1.6,1642696985471,175.23,ml,",origin,phase-data,",10.0,39,,,automatic,0
92,1642696350840,,,0.09056,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918319,ci39918319,",ci39918319,",39918319,0.17,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918319&format=geojson,,0.87,1642706046967,68,ml,",nearby-cities,origin,phase-data,scitech-link,",25.0,12,,"11km S of Borrego Springs, CA",reviewed,0
93,1642695927200,,,0.008954,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681086,nc73681086,",nc73681086,",73681086,0.01,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681086&format=geojson,,0.37,1642696025405,113,md,",nearby-cities,origin,phase-data,",9.0,2,,"9km WNW of Cobb, CA",automatic,0
94,1642695661441,,,0.12,",nn,",,nn,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832055,nn00832055,",nn00832055,",00832055,0.1387,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832055&format=geojson,,1.7,1642700621833,109.4,ml,",origin,phase-data,",18.0,44,,"34 km SE of Mina, Nevada",reviewed,0
95,1642695595394,,,0.118,",nn,",,nn,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832053,nn00832053,",nn00832053,",00832053,0.1612,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832053&format=geojson,,1.6,1642701923492,121.05,ml,",origin,phase-data,",18.0,39,,"37 km SE of Mina, Nevada",reviewed,0
96,1642695428940,,,,",ak,",,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022xcdjed,ak022xcdjed,",ak022xcdjed,",022xcdjed,0.59,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022xcdjed&format=geojson,,1.8,1642695626139,,ml,",origin,",,50,,"62 km WNW of Nikiski, Alaska",automatic,0
97,1642694854310,,,0.115,",nn,",,nn,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832052,nn00832052,",nn00832052,",00832052,0.0946,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832052&format=geojson,,1.3,1642695094244,178.68,ml,",origin,phase-data,",10.0,26,,"38 km SE of Mina, Nevada",automatic,0
98,1642694398070,,,0.03791,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918303,ci39918303,",ci39918303,",39918303,0.15,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918303&format=geojson,,-0.36,1642699646109,153,ml,",nearby-cities,origin,phase-data,scitech-link,",4.0,0,,"22km E of Little Lake, CA",reviewed,0
99,1642694141645,,,,",ak,",,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022xc0biz,ak022xc0biz,",ak022xc0biz,",022xc0biz,0.92,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022xc0biz&format=geojson,,1.8,1642695625996,,ml,",origin,",,50,,"42 km E of Denali National Park, Alaska",automatic,0
100,1642693856309,,,,",ak,",,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022xbza1k,ak022xbza1k,",ak022xbza1k,",022xbza1k,0.6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022xbza1k&format=geojson,,1.6,1642694613828,,ml,",origin,",,39,,"30 km WNW of Nanwalek, Alaska",automatic,0
101,1642693795820,,,0.05581,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918295,ci39918295,",ci39918295,",39918295,0.23,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918295&format=geojson,,1.38,1642695687410,74,ml,",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",40.0,29,,"1km SSW of Valle Vista, CA",reviewed,0
102,1642693790290,,,0.01061,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681081,nc73681081,",nc73681081,",73681081,0.01,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681081&format=geojson,,0.36,1642693885258,109,md,",nearby-cities,origin,phase-data,",8.0,2,,"1km NNW of The Geysers, CA",automatic,0
103,1642693750630,,,0.02485,",uu,",,uu,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/uu60478272,uu60478272,",uu60478272,",60478272,0.11,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60478272&format=geojson,,2,1642697386710,201,md,",origin,phase-data,",6.0,62,,"16 km SSE of Sunnyside, Utah",reviewed,0
104,1642693532340,,,0.01064,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681071,nc73681071,",nc73681071,",73681071,0.01,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681071&format=geojson,,0.36,1642693630694,62,md,",nearby-cities,origin,phase-data,",13.0,2,,"8km NW of The Geysers, CA",automatic,0
105,1642693510479,,,0.115,",nn,us,",3.447,nn,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832045,nn00832045,",nn00832045,us7000gdjx,",00832045,0.1234,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832045&format=geojson,2,3.7,1642707265444,57.72,ml,",dyfi,moment-tensor,origin,phase-data,shakemap,",23.0,211,1.0,"37 km SE of Mina, Nevada",reviewed,0
106,1642693451095,,,0.5,",nn,",,nn,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832046,nn00832046,",nn00832046,",00832046,0.3822,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832046&format=geojson,,1.4,1642693714475,212.49,ml,",origin,phase-data,",11.0,30,,"5 km ESE of Topaz, California",automatic,0
107,1642692935390,,,0.0682,",uw,",,uw,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/uw61802987,uw61802987,",uw61802987,",61802987,0.1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61802987&format=geojson,,1.06,1642705385380,156,ml,",origin,phase-data,",9.0,17,,"23 km SSE of Mossyrock, Washington",reviewed,0
108,1642692788932,,,0.393,",us,",,us,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gdjv,us7000gdjv,",us7000gdjv,",7000gdjv,1.19,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gdjv&format=geojson,2,4,1642711666377,174,mwr,",dyfi,moment-tensor,origin,phase-data,",,246,1.0,"100 km N of Tocopilla, Chile",reviewed,0
109,1642692458620,,,0.06979,",uw,",,uw,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/uw61802982,uw61802982,",uw61802982,",61802982,0.12,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61802982&format=geojson,,0.55,1642705942510,89,md,",origin,phase-data,",11.0,5,,"9 km SSE of Friday Harbor, Washington",reviewed,0
110,1642692199000,,,0.01688,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681061,nc73681061,",nc73681061,",73681061,0.03,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681061&format=geojson,,1.31,1642694651454,139,md,",nearby-cities,origin,phase-data,scitech-link,",7.0,26,,"8km NNW of Pinnacles, CA",automatic,0
111,1642691746950,,,0.02576,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918263,ci39918263,",ci39918263,",39918263,0.06,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918263&format=geojson,,0.57,1642699078879,71,ml,",nearby-cities,origin,phase-data,scitech-link,",17.0,5,,"6km NE of Anza, CA",reviewed,0
112,1642691393500,,,,",hv,",,hv,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/hv72882967,hv72882967,",hv72882967,",72882967,0.1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72882967&format=geojson,,1.65,1642710879740,176,md,",origin,phase-data,",39.0,42,,"9 km ESE of P?hala, Hawaii",reviewed,0
113,1642691058730,,,0.01317,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681051,nc73681051,",nc73681051,",73681051,0.07,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681051&format=geojson,0,1.28,1642693032329,81,md,",dyfi,nearby-cities,origin,phase-data,scitech-link,",24.0,25,1.0,"9km WNW of Cobb, CA",automatic,0
114,1642691028970,,,0.087,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918223,ci39918223,",ci39918223,",39918223,0.18,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918223&format=geojson,,1.33,1642699998144,121,ml,",nearby-cities,origin,phase-data,scitech-link,",16.0,27,,"24km S of Twentynine Palms, CA",reviewed,0
115,1642690766900,,,0.5331,",uu,",,uu,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/uu60478262,uu60478262,",uu60478262,",60478262,0.13,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60478262&format=geojson,,1.57,1642697198360,219,md,",origin,phase-data,",8.0,38,,"23 km ENE of Torrey, Utah",reviewed,0
116,1642690643560,,,0.1011,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918207,ci39918207,",ci39918207,",39918207,0.13,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918207&format=geojson,,1.52,1642698947039,93,ml,",nearby-cities,origin,phase-data,scitech-link,",22.0,36,,"17km SE of Lone Pine, CA",reviewed,0
117,1642690568920,,,0.08112,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918199,ci39918199,",ci39918199,",39918199,0.1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918199&format=geojson,,0.44,1642696854818,87,ml,",nearby-cities,origin,phase-data,scitech-link,",13.0,3,,"1km W of Valle Vista, CA",reviewed,0
118,1642690531100,,,0.03516,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918191,ci39918191,",ci39918191,",39918191,0.11,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918191&format=geojson,,0.7,1642696491429,43,ml,",nearby-cities,origin,phase-data,scitech-link,",27.0,8,,"13km WNW of Anza, CA",reviewed,0
119,1642690295302,,,,",us,ak,",,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022xbe0mh,ak022xbe0mh,",us7000gdjr,ak022xbe0mh,",022xbe0mh,0.77,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022xbe0mh&format=geojson,,2.8,1642692371040,,ml,",origin,phase-data,",,121,,"40 km SSE of Glacier View, Alaska",automatic,0
120,1642690207157,,,0.088,",nn,",,nn,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832042,nn00832042,",nn00832042,",00832042,0.1223,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832042&format=geojson,,1.1,1642690455212,178.78,ml,",origin,phase-data,",11.0,19,,"4 km WSW of Walker, California",automatic,0
121,1642690169408,,,,",ak,",,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022xbdkp8,ak022xbdkp8,",ak022xbdkp8,",022xbdkp8,0.5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022xbdkp8&format=geojson,,1.3,1642690504962,,ml,",origin,",,26,,"62 km WNW of Happy Valley, Alaska",automatic,0
122,1642690030800,,,0.00639,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681046,nc73681046,",nc73681046,",73681046,0.02,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681046&format=geojson,,0.94,1642690126400,96,md,",nearby-cities,origin,phase-data,",14.0,14,,"2km N of The Geysers, CA",automatic,0
123,1642689908860,,,0.005378,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681041,nc73681041,",nc73681041,",73681041,0.02,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681041&format=geojson,,0.87,1642690006100,148,md,",nearby-cities,origin,phase-data,",6.0,12,,"3km WSW of Anderson Springs, CA",automatic,0
124,1642689726500,,,0.1133,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918151,ci39918151,",ci39918151,",39918151,0.06,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918151&format=geojson,,-0.1,1642699385376,233,ml,",nearby-cities,origin,phase-data,scitech-link,",4.0,0,,"9km ENE of Ridgecrest, CA",reviewed,0
125,1642689490070,,,0.009903,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681036,nc73681036,",nc73681036,",73681036,0.03,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681036&format=geojson,,0.89,1642689586221,32,md,",nearby-cities,origin,phase-data,",28.0,12,,"6km NW of The Geysers, CA",automatic,0
126,1642689351450,,,0.1415,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918135,ci39918135,",ci39918135,",39918135,0.08,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918135&format=geojson,,0.79,1642698577581,88,ml,",nearby-cities,origin,phase-data,scitech-link,",13.0,10,,"11km N of Mojave, CA",reviewed,0
127,1642689261890,,,0.02328,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918127,ci39918127,",ci39918127,",39918127,0.19,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918127&format=geojson,,1.23,1642703909702,58,ml,",nearby-cities,origin,phase-data,scitech-link,",26.0,23,,"20km NW of Grapevine, CA",reviewed,0
128,1642688480098,,,0.738,",us,",,us,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gdnm,us7000gdnm,",us7000gdnm,",7000gdnm,0.41,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gdnm&format=geojson,2,2.5,1642716892040,118,mb_lg,",dyfi,origin,phase-data,",,96,1.0,"5 km WSW of Gypsum, Kansas",reviewed,0
129,1642687789763,,,0.108,",nn,",,nn,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832039,nn00832039,",nn00832039,",00832039,0.1311,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832039&format=geojson,,1.4,1642687995209,103.96,ml,",origin,phase-data,",11.0,30,,"7 km ENE of Walker, California",automatic,0
130,1642687705574,,,0.0918456085,",tx,",,tx,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022bjuo,tx2022bjuo,",tx2022bjuo,",2022bjuo,0.3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022bjuo&format=geojson,,2.3,1642720112219,66,ml,",origin,phase-data,",23.0,81,,"51 km S of Whites City, New Mexico",reviewed,0
131,1642687613620,,,0.0742,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918103,ci39918103,",ci39918103,",39918103,0.07,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918103&format=geojson,,0.59,1642703256807,108,ml,",nearby-cities,origin,phase-data,scitech-link,",13.0,5,,"14km W of Mojave, CA",reviewed,0
132,1642687305910,,,,",hv,",,hv,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/hv72882877,hv72882877,",hv72882877,",72882877,0.17,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72882877&format=geojson,,1.96,1642711524380,128,ml,",origin,phase-data,",18.0,59,,"5 km SSE of Volcano, Hawaii",reviewed,0
133,1642687189480,,,,",hv,",,hv,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/hv72882872,hv72882872,",hv72882872,",72882872,0.119999997,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72882872&format=geojson,,1.92999995,1642687377320,121,md,",origin,phase-data,",38.0,57,,"2 km E of P?hala, Hawaii",automatic,0
134,1642686190490,,,0.02562,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918095,ci39918095,",ci39918095,",39918095,0.19,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918095&format=geojson,,1.67,1642695625700,44,ml,",nearby-cities,origin,phase-data,scitech-link,",67.0,43,,"3km ENE of Moreno Valley, CA",reviewed,0
135,1642686169231,,,0.081,",nn,",,nn,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832038,nn00832038,",nn00832038,",00832038,0.0623,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832038&format=geojson,,0.5,1642686412343,161.4,ml,",origin,phase-data,",8.0,4,,"30 km S of Mina, Nevada",automatic,0
136,1642686020888,,,,",ak,",,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022xaq6zr,ak022xaq6zr,",ak022xaq6zr,",022xaq6zr,0.56,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022xaq6zr&format=geojson,,2.1,1642688661052,,ml,",origin,",,68,,"64 km ESE of Denali National Park, Alaska",automatic,0
137,1642685849730,,,0.1122,",uu,",,uu,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/uu60478257,uu60478257,",uu60478257,",60478257,0.12,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60478257&format=geojson,,0.78,1642689038680,97,md,",origin,phase-data,",11.0,9,,"37 km E of Warm River, Idaho",reviewed,0
138,1642685298930,,,0.2893,",nc,nn,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681031,nc73681031,",nc73681031,nn00832037,",73681031,0.08,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681031&format=geojson,,1.14,1642703232298,135,md,",nearby-cities,origin,phase-data,scitech-link,",19.0,20,,"26km SE of Bodie, CA",reviewed,0
139,1642685003998,,,0.052,",nn,",,nn,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832036,nn00832036,",nn00832036,",00832036,0.1113,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832036&format=geojson,,0.4,1642685242250,177.05,ml,",origin,phase-data,",8.0,2,,"27 km SSE of Mina, Nevada",automatic,0
140,1642684919700,,,0.0255,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918079,ci39918079,",ci39918079,",39918079,0.2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918079&format=geojson,0,0.81,1642688824609,101,ml,",dyfi,nearby-cities,origin,phase-data,scitech-link,",18.0,10,1.0,"3km E of Moreno Valley, CA",reviewed,0
141,1642684285712,,,,",ak,",,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022xajzmi,ak022xajzmi,",ak022xajzmi,",022xajzmi,0.32,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022xajzmi&format=geojson,,2.2,1642684643998,,ml,",origin,",,74,,"72 km SSE of Kokhanok, Alaska",automatic,0
142,1642684243980,,,0.1345,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918063,ci39918063,",ci39918063,",39918063,0.15,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918063&format=geojson,,0.77,1642702925080,77,ml,",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",30.0,9,,"24km ESE of Anza, CA",reviewed,0
143,1642684172490,,,0.01355,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681026,nc73681026,",nc73681026,",73681026,0.02,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681026&format=geojson,,0.85,1642684269192,109,md,",nearby-cities,origin,phase-data,",16.0,11,,"4km WSW of Cobb, CA",automatic,0
144,1642684026520,,,0.02348,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918055,ci39918055,",ci39918055,",39918055,0.13,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918055&format=geojson,,0.64,1642701936347,94,ml,",nearby-cities,origin,phase-data,scitech-link,",21.0,6,,"3km ENE of Moreno Valley, CA",reviewed,0
145,1642683785514,,,1.426,",us,",,us,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gdin,us7000gdin,",us7000gdin,",7000gdin,1.24,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gdin&format=geojson,,5.1,1642684895040,78,mb,",origin,phase-data,",,400,,"Kermadec Islands, New Zealand",reviewed,0
146,1642683582190,,,0.05037,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681021,nc73681021,",nc73681021,",73681021,0.03,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681021&format=geojson,,1.24,1642717450692,110,md,",nearby-cities,origin,phase-data,scitech-link,",21.0,24,,"13km W of Toms Place, CA",reviewed,0
